Project,Commit_Removal,File_Path,SATD_Comment,API_Added,API_Deleted,ISMethodChangedBasedOnAPI,Category
Camel,dc3d97291b21563a7219abe4c4a40a667fc68bbb,tests/camel-itest-osgi/src/test/java/org/apache/camel/itest/osgi/aws/AwsSqsIntegrationTest.java,// TODO: our app need to import the FTP server stuff,org.apache.karaf.testing.Helper; org.ops4j.pax.exam.CoreOptions.felix; org.ops4j.pax.exam.OptionUtils.combine,org.ops4j.pax.exam.CoreOptions.mavenBundle; org.ops4j.pax.exam.CoreOptions.options;org.ops4j.pax.exam.container.def.PaxRunnerOptions.profile,NO,
Camel,dc3d97291b21563a7219abe4c4a40a667fc68bbb,tests/camel-itest-osgi/src/test/java/org/apache/camel/itest/osgi/aws/AwsSqsTest.java,// TODO: our app need to import the FTP server stuff,org.apache.karaf.testing.Helper; org.ops4j.pax.exam.CoreOptions.felix; org.ops4j.pax.exam.OptionUtils.combine,org.ops4j.pax.exam.CoreOptions.mavenBundle; org.ops4j.pax.exam.CoreOptions.options;org.ops4j.pax.exam.container.def.PaxRunnerOptions.profile,NO,
Camel,ffda80ee7a1c9305050071f2207a7c2905069f47,components/camel-google-drive/src/test/java/org/apache/camel/component/google/drive/DriveFilesIntegrationTest.java,// TODO provide parameter values for update,java.util.Iterator; com.google.api.client.http.FileContent;com.google.api.client.util.DateTime;  com.google.api.services.drive.model.File;  com.google.api.services.drive.model.FileList,,YES,TEST
Gerrit,0b73d356c5b6fd66917ae6ee69397e0fffe7b8c5,gerrit-server/src/main/java/com/google/gerrit/server/change/ConsistencyChecker.java,// TODO: fix setMessage to work without init(),org.eclipse.jgit.lib.ObjectInserter,,YES,PERFORMANCE
Gerrit,0e0a41a281263d44c1a8d25cf2eba8ab78a96f0b,gerrit-server/src/main/java/com/google/gerrit/server/change/PostReview.java,// TODO Support arbitrary label names.,com.google.common.base.Preconditions.checkNotNull,,YES,FEATURE CHANGE
Gerrit,119a5e3373c2efecd0498cc4823b79737052e353,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CommentBox.java,// TODO: Change to use setInnerHtml,com.google.gwt.user.client.ui.HTML; com.google.gwtexpui.safehtml.client.SafeHtml; com.google.gwtexpui.safehtml.client.SafeHtmlBuilder,,YES,FEATURE CHANGE
Gerrit,19c8230231ba01997b75bf8491c83ce5b988cdbd,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/DraftBox.java,// TODO: Need a resize handler on editArea.,com.google.gwt.core.client.JavaScriptObject;com.google.gwt.event.dom.client.ClickEvent;com.google.gwt.event.dom.client.MouseMoveEvent;com.google.gwt.event.dom.client.MouseMoveHandler;com.google.gwt.uibinder.client.UiHandler;com.google.gwt.user.client.ui.Button,java.sql.Timestamp;,YES,FEATURE ADDITION
Gerrit,19dead446843ea4b2b028f275783660c365a0ca0,appjar/src/main/java/com/google/gerrit/server/ssh/SshUtil.java,// TODO log accounts with duplicate emails,java.util.ArrayList,,NO,
Gerrit,536c0503238be04c8b7962780bc0e47434dab5b7,appjar/src/main/java/com/google/gerrit/git/MergeQueue.java,// TODO we should have better logging than stderr,org.slf4j.Logger; org.sjf4j;LoggerFactory,,YES,FEATURE CHANGE
Gerrit,5d5c5c3556c3094fc95fc5d258569151e6818695,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,// TODO: Implement intraline,com.google.gwt.core.client.JsArrayString;net.codemirror.lib.LineCharacter,,YES,FEATURE ADDITION
Gerrit,65d2cd8784a2b4f207150bd17caa97316088d9dc,src/main/java/com/google/gerrit/server/GerritServletConfig.java,// Temporary hack to make Common.getAccountId() honor the Guice // managed request state in either SSH or HTTP environments. //,,com.google.inject.OutOfScopeException,YES,COMPATIBILITY
Gerrit,795167c05e60a0c0ba7b5edb00bab85b9d5b104e,gerrit-server/src/main/java/com/google/gerrit/server/documentation/MarkdownFormatter.java,// TODO: Add a cache,com.google.common.base.Strings;org.eclipse.jgit.util.TemporaryBuffer;org.pegdown.LinkRenderer;org.pegdown.ToHtmlSerializer;org.pegdown.ast.HeaderNode;org.pegdown.ast.Node;org.pegdown.ast.RootNode;org.pegdown.ast.TextNode;org.slf4j.Logger;org.slf4j.LoggerFactory;java.io.FileNotFoundException;java.io.IOException;java.io.InputStream;java.net.URL;java.util.concurrent.atomic.AtomicBoolean,,NO,
Gerrit,8ce725bd5311ca0dbd426eb9cad5cd5f97b0940c,gerrit-server/src/main/java/com/google/gerrit/server/query/change/AndSource.java,// TODO(spearce) This probably should be more lazy. //,com.google.common.base.Function;com.google.common.base.Throwables;com.google.common.collect.FluentIterable;com.google.common.collect.Iterables;com.google.common.collect.Lists;com.google.gerrit.reviewdb.server.ReviewDb;com.google.gwtorm.server.OrmRuntimeException;com.google.inject.Provider,,YES,PERFORMANCE
Gerrit,ada1c272078cbc958359189d3aa4c69faa368fdb,appjar/src/main/java/com/google/gerrit/server/ssh/Receive.java,// TODO create new change records,org.spearce.jgit.lib.Constants;org.spearce.jgit.lib.Ref;org.spearce.jgit.lib.RefUpdate;org.spearce.jgit.revwalk.RevCommit;org.spearce.jgit.revwalk.RevSort;org.spearce.jgit.revwalk.RevWalk;org.spearce.jgit.transport.ReceiveCommand.Result;java.util.ArrayList;java.util.Collections,,YES,FEATURE CHANGE
Gerrit,ada1c272078cbc958359189d3aa4c69faa368fdb,appjar/src/main/java/com/google/gerrit/server/ssh/Receive.java,// TODO Append new commits to existing changes,org.spearce.jgit.lib.Constants;org.spearce.jgit.lib.Ref;org.spearce.jgit.lib.RefUpdate;org.spearce.jgit.revwalk.RevCommit;org.spearce.jgit.revwalk.RevSort;org.spearce.jgit.revwalk.RevWalk;org.spearce.jgit.transport.ReceiveCommand.Result;java.util.ArrayList;java.util.Collections,,YES,FEATURE CHANGE
Gerrit,b4ff6b86641d22f90a147acf57bbf93bdc28e7d1,gerrit-httpd/src/main/java/com/google/gerrit/httpd/GitOverHttpServlet.java,// TODO: remove this code when Guice fixes its issue 745,,java.nio.charset.StandardCharsets.UTF_8; java.io.UnsupportedEncodingException; java.net.URLDecoder,YES,MAINTAINABILITY
Gerrit,c212321f2003e9137bdf26629f179019bc924027,gerrit-server/src/main/java/com/google/gerrit/server/change/WalkSorter.java,// Mark parents of all merge bases as uninteresting; to limit the cost of // the topo sort; which slurps all interesting commits before returning // anything. // // There are two cases where this doesn't work and performance will // suffer: // 1. The common ancestor is a root commit; JGit currently does not return //    a root commit as a merge base; even if it is the common ancestor. // 2. There is a merge of two unrelated branches of history; these simply //    have no merge base; so this technique of finding uninteresting //    ancestors doesn't work. // // The performance impact of these cases in practice is hopefully low; // this does handle the common case of a single chain of commits.,com.google.common.base.Preconditions.checkState;org.eclipse.jgit.revwalk.RevFlag; java.util.ArrayDeque; java.util.Deque,org.eclipse.jgit.revwalk.RevSort; org.eclipse.jgit.revwalk.filter.RevFilter,YES,FEATURE CHANGE
Gerrit,c916b9e6a91864024185b820ccede36546805794,gerrit-pgm/src/main/java/com/google/gerrit/pgm/http/jetty/JettyServer.java,// Serve static resources directly from our JAR. This way we don't // need to unpack them into yet another temporary directory prior to // serving to clients. //,,java.nio.charset.StandardCharsets.UTF_8;com.google.common.base.MoreObjects;com.google.common.escape.Escaper;com.google.common.html.HtmlEscapers;com.google.common.io.ByteStreams;com.google.gerrit.common.TimeUtil;com.google.gerrit.launcher.GerritLauncher;com.google.gwtexpui.linker.server.UserAgentRule;com.google.gwtexpui.server.CacheHeaders;org.eclipse.jetty.util.resource.Resource;org.eclipse.jgit.util.RawParseUtils;java.io.File;java.io.FileInputStream;java.io.FileNotFoundException;java.io.FileOutputStream;java.io.IOException;java.io.InputStream;java.io.InterruptedIOException;java.io.PrintWriter;java.net.MalformedURLException;java.nio.file.Paths;java.util.Enumeration;java.util.Properties;java.util.zip.ZipEntry;java.util.zip.ZipFile;javax.servlet.FilterChain;javax.servlet.FilterConfig;javax.servlet.ServletException;javax.servlet.ServletRequest;javax.servlet.ServletResponse;javax.servlet.http.HttpServletRequest;javax.servlet.http.HttpServletResponse,NO,
Gerrit,cd5a8d4a31b85edded1ffd387c4deb51966409a8,src/main/java/com/google/gerrit/pgm/Daemon.java,// This is a hack to force the GerritConfig to install itself into // Common.setGerritConfig. If we don't do this here in the daemon // it won't inject in time for things that demand it. This must die. //,,com.google.inject.Scopes.SINGLETON; com.google.inject.AbstractModule,YES,MAINTAINABILITY
Gerrit,f87cfe9084462a044dda177e6dca0e20c35b7077,appjar/src/main/java/com/google/gerrit/server/ChangeMail.java,// If the only recipient is because we CC'd the user we are sending // from; this message isn't very worthwhile. Users shouldn't use // us in order to email themselves. //,java.util.Collection; java.util.Set,javax.mail.internet.MimeMessage;,NO,
Gerrit,f8a37ca05ee24f8e27280a310d2181bb2dd17874,gerrit-gwtui/src/main/java/com/google/gerrit/client/diff/CodeMirrorDemo.java,// TODO: Handle intraline edit.,com.google.gwt.dom.client.Style.Unit,net.codemirror.lib.LineCharacter,YES,FEATURE CHANGE
Hadoop,065747efabd1cbea9b14e93e905e304b9973d355,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/ipc/RPCUtil.java,// TODO Fix in YARN-628.,java.lang.reflect.InvocationTargetException,java.lang.reflect.UndeclaredThrowableException,YES,MAINTAINABILITY
Hadoop,30e1b3bba856b2379a0dc1e7450512427d39c5d7,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/ha/ZKFailoverController.java,// TODO: need ZK ACL support in config; also maybe auth!,java.util.Collections,,NO,
Hadoop,4404f20671048ca4066a74094cb0961d664c5330,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/webapp/CapacitySchedulerPage.java,// this could be optimized better,java.util.ArrayList,,YES,PERFORMANCE
Hadoop,44a35b5d9accc4ecf7b1bbf762e593540bafe6a3,src/java/org/apache/hadoop/fs/FsShell.java,// TODO: this is a quick workaround to accelerate the integration of // redesigned commands. this will be removed this once all commands are // converted. this change will avoid having to change the hdfs tests // every time a command is converted to use path-based exceptions,java.io.PrintStream; java.util.ArrayList; java.util.LinkedList,java.util.regex.Matcher; java.util.regex.Pattern,YES,TEST
Hadoop,506232da5c762c715dbcfa7d738ccd860ce4f123,hadoop-mapreduce/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/webapp/RmController.java,// TODO: handle redirect to jobhistory server,,javax.servlet.http.HttpServletResponse,NO,
Hadoop,6165875dc6bf67d72fc3ce1d96dfc80ba312d4a1,hadoop-mapreduce/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/TestContainerManager.java,// Now ascertain that the resources are localised correctly. // TODO: Don't we need clusterStamp in localDir?,java.util.ArrayList; java.util.HashMap; java.util.Map; java.util.List,,NO,
Hadoop,659ea4c540e440004d9f1a7dedefa91c0bec8b04,src/java/org/apache/hadoop/fs/shell/PathData.java,// this is very ugly; but needed to avoid breaking hdfs tests... // if a path has no authority; then the FileStatus from globStatus // will add the "-fs" authority into the path; so we need to sub // it back out to satisfy the tests,java.net.URISyntaxException; java.net.URI,,YES,TEST
Hadoop,719c313be12be3afd83b97a5a13dd0585c7f5819,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/namenode/snapshot/TestSnapshot.java,/** * Creating snapshots for a directory that is not snapshottable must fail. * * TODO: Listing/Deleting snapshots for a directory that is not snapshottable * should also fail. */,org.junit.Assert.fail; java.io.IOException,,YES,FEATURE CHANGE
Hadoop,837e17b2eac1471d93e2eff395272063b265fee7,hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/BlockReaderFactory.java,// The legacy BlockReader doesn't require that the Peers it uses // have associated ReadableByteChannels. This makes it easier to use // with some older Socket classes like; say; SocksSocketImpl. // // TODO: create a wrapper class that makes channel-less sockets look like // they have a channel; so that we can finally remove the legacy // RemoteBlockReader. See HDFS-2534.,java.net.Socket,com.google.common.base.Preconditions,YES,MAINTAINABILITY
Hadoop,cb48bc1c93a4a1d8b2b936982a5e6b18494b5956,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/src/main/java/org/apache/hadoop/mapred/ClientCache.java,//TODO This should ideally be using it's own class (instead of ClientRMSecurityInfo),java.security.PrivilegedAction,,YES,FEATURE CHANGE
Hadoop,cd90b822278bf98a166e34e31aa2503ee4e48083,hadoop-mapreduce/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/localizer/ContainerLocalizer.java,// TODO HB immediately when rsrc localized,java.util.concurrent.CompletionService; java.util.concurrent.ExecutorCompletionService,,YES,FEATURE CHANGE
Hadoop,df801074c929d5414b92cc9fc0cc8a2794e02751,hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/qjournal/server/GetJournalEditServlet.java,// TODO: create security tests,java.util.HashSet; java.util.Set,,YES,TEST
Hadoop,df801074c929d5414b92cc9fc0cc8a2794e02751,hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/qjournal/server/GetJournalEditServlet.java,// TODO: above principal is not correct; since each JN will have a // different hostname.,java.util.HashSet; java.util.Set,,YES,FEATURE CHANGE
Hadoop,f1fe91ec9519535153f05acd3e6402bdb8e12c56,hadoop-hdfs-project/hadoop-hdfs/src/contrib/bkjournal/src/main/java/org/apache/hadoop/contrib/bkjournal/BookKeeperJournalManager.java,// Currently; BKJM automatically formats itself when first accessed. // TODO: change over to explicit formatting so that the admin can // clear out the BK storage when reformatting a cluster.,org.apache.zookeeper.ZKUtil; java.util.concurrent.atomic.AtomicBoolean,,YES,FEATURE ADDITION
Log4j,76c5f0f0ea04e508126eb052f3787b662ace594d,src/java/org/apache/log4j/chainsaw/LogUI.java,// TODO search for Log4j config,javax.swing.JDialog,javax.swing.JFileChooser;javax.swing.filechooser.FileFilter,YES,FEATURE CHANGE
Log4j,76c5f0f0ea04e508126eb052f3787b662ace594d,src/java/org/apache/log4j/chainsaw/LogUI.java,// TODO handle if they don't choose a file,javax.swing.JDialog,javax.swing.JFileChooser;javax.swing.filechooser.FileFilter,NO,
Log4j,ac9e0003d5766df2f9f5b4052e3dd968911bd4fc,src/java/org/apache/log4j/chainsaw/LogPanel.java,// TODO fix this menu so that columns can be hidden/displayed // Iterator iter = logUI.getFilterableColumns().iterator(); //,,java.awt.Cursor;java.awt.event.MouseListener; java.awt.event.MouseMotionListener;java.util.Vector;javax.swing.ComboBoxModel;javax.swing.JComboBox;javax.swing.JMenu,NO,
Log4j,76c5f0f0ea04e508126eb052f3787b662ace594d,src/java/org/apache/log4j/chainsaw/LogUI.java,// TODO This could be done and look better in a custom Dialog,javax.swing.JDialog,javax.swing.JFileChooser;javax.swing.filechooser.FileFilter,YES,FEATURE CHANGE
Tomcat,587b1a807129c2ab41623358281aa19ff2ff9950,java/org/apache/coyote/http11/Http11AprProcessor.java,//TODO SERVLET3 - async - that is bit hacky -,,java.util.concurrent.atomic.AtomicBoolean,YES,FEATURE ADDITION
Tomcat,587b1a807129c2ab41623358281aa19ff2ff9950,java/org/apache/coyote/http11/Http11NioProcessor.java,//TODO SERVLET3 - async,,java.util.concurrent.atomic.AtomicBoolean,YES,FEATURE ADDITION
Tomcat,5f74b7920c39caf0ff1b5f672797f4090531fdb6,java/org/apache/tomcat/websocket/PerMessageDeflate.java,// TODO: Implement compression of sent messages,java.util.zip.Deflater; javax.websocket.SendHandler ,,YES,FEATURE ADDITION
Tomcat,66e456e4b9d7e96f666c9bf03970a6d261677362,java/org/apache/catalina/core/ApplicationPushBuilder.java,// TODO: Update pushPath for client's benefit // TODO: Figure out how to get this into the CoyoteRequest,javax.servlet.http.Cookie; java.util.Iterator; org.apache.catalina.util.SessionConfig,,NO,
Tomcat,66e456e4b9d7e96f666c9bf03970a6d261677362,java/org/apache/catalina/core/ApplicationPushBuilder.java,// TODO: add this,javax.servlet.http.Cookie; java.util.Iterator; org.apache.catalina.util.SessionConfig,,YES,FEATURE ADDITION
Tomcat,7114d021e54ea2a50794dbdeed6da88e0d5f7672,java/org/apache/tomcat/websocket/WsWebSocketContainer.java,// TODO: Remove this before release,,javax.websocket.ClientEndpointConfig.Builder,YES,COMPATIBILITY
Tomcat,7114d021e54ea2a50794dbdeed6da88e0d5f7672,java/org/apache/tomcat/websocket/WsWebSocketContainer.java,/* * This is a temporary hack to allow the WebSocket EA TCK to work. This * has been confirmed as non-compliant with the EG lead so the TCK will * have to change. For now; we need the TCK to work. */,,javax.websocket.ClientEndpointConfig.Builder,YES,COMPATIBILITY
Tomcat,7114d021e54ea2a50794dbdeed6da88e0d5f7672,java/org/apache/tomcat/websocket/WsWebSocketContainer.java,// End of TCK hack,,javax.websocket.ClientEndpointConfig.Builder,YES,COMPATIBILITY
Tomcat,7761bb0a85bb84c3c9451c47ba3b4af04c08285c,java/org/apache/catalina/websocket/WebSocketServlet.java,// Small hack until the Servlet API provides a way to do this.,javax.servlet.http.ProtocolHandler,javax.servlet.ServletRequest; javax.servlet.ServletRequestWrapper; org.apache.catalina.connector.RequestFacade,YES,COMPATIBILITY
Tomcat,815f8ef020a26981a2cca292a15c98d66ed97037,java/org/apache/tomcat/util/buf/C2BConverter.java,// TODO Better logging,org.apache.juli.logging.Log; org.apache.juli.logging.LogFactory,,YES,FEATURE CHANGE
Tomcat,8a56b01c62ea20a99d485b54d1a22283ca877117,java/org/apache/catalina/websocket/StreamInbound.java,// TODO: Not supported.,,org.apache.catalina.util.Conversions,NO,
Tomcat,8a56b01c62ea20a99d485b54d1a22283ca877117,java/org/apache/catalina/websocket/StreamInbound.java,// TODO: Better message,,org.apache.catalina.util.Conversions,NO,
Tomcat,8a56b01c62ea20a99d485b54d1a22283ca877117,java/org/apache/catalina/websocket/StreamInbound.java,// TODO: Doesn't currently handle multi-frame messages. That will need // some refactoring.,,org.apache.catalina.util.Conversions,NO,
Tomcat,8a56b01c62ea20a99d485b54d1a22283ca877117,java/org/apache/catalina/websocket/StreamInbound.java,// TODO: Per frame extension handling is not currently supported.,,org.apache.catalina.util.Conversions,NO,
Tomcat,8a56b01c62ea20a99d485b54d1a22283ca877117,java/org/apache/catalina/websocket/StreamInbound.java,// TODO: Handle other control frames.,,org.apache.catalina.util.Conversions,NO,
Tomcat,8ce6ee3e7ee8ac75e6d8e8abf86aa17434f7d1b4,java/org/apache/jasper/runtime/JspFactoryImpl.java,/* FIXME: need to do something reasonable here!! */,org.apache.jasper.util.ExceptionUtils,,YES,FEATURE CHANGE
Tomcat,8fa1bd4bd1539f564a4b8f0db18ef9bf6091eef9,java/org/apache/jasper/EmbeddedServletOptions.java,// quick hack,,org.apache.jasper.xmlparser.ParserUtils,YES,FEATURE CHANGE
Tomcat,9718447a0342866373fec40498e960040d58b738,java/org/apache/tomcat/util/net/NioChannel.java,// TODO AJP and HTTPS have different expectations for the state of // the buffer at the start of a read. These need to be reconciled.,,org.apache.tomcat.util.net.SecureNioChannel.ApplicationBufferHandler,YES,FEATURE CHANGE
Tomcat,9c2040434831c8b056ec394e5a838e4c4fdc2fd9,java/org/apache/catalina/manager/HTMLManagerServlet.java,// TODO - Rewrite this to use the Servlet 3 file upload API,java.util.Collection,javax.servlet.ServletContext,NO,
Tomcat,9c802e8999c2d457fc68658cc6f23db23b600181,webapps/examples/WEB-INF/classes/websocket/echo/EchoEndpoint.java,// TODO - Review this debug hack,java.io.IOException; javax.websocket.RemoteEndpoint,,YES,FEATURE ADDITION
Tomcat,c169c761002186b131323bef30e433d4aec1b51c,java/org/apache/catalina/core/StandardContext.java,// We could do it the hard way... //mserver.invoke(parentName; "init"; new Object[] {}; new String[] {} ); // or same thing easier:,,javax.management.AttributeNotFoundException; javax.management.MBeanServer; javax.management.MalformedObjectNameException; org.apache.catalina.startup.ContextConfig,NO,
Tomcat,c59dc3cacc375cc7d7636ba3739d80d8cac576a3,java/org/apache/catalina/valves/AccessLogValve.java,// TODO - Make this configurable,,java.util.concurrent.ConcurrentLinkedQueue; java.util.Queue,YES,PERFORMANCE
Tomcat,c63185eb33118df626139cf9776de8f3da1a65ce,java/org/apache/catalina/connector/Request.java,// FIXME - "*" entries are not handled,java.io.StringReader,org.apache.catalina.util.StringParser,NO,
Tomcat,c8c543023a1fec555c96bc24ee3abf90ab4b023d,java/org/apache/coyote/http2/Stream.java,// TODO: Do something with these headers,java.io.IOException; org.apache.coyote.OutputBuffer;  org.apache.coyote.Request; org.apache.coyote.Response,,YES,FEATURE ADDITION
Tomcat,d6f68b124d917154508706eb5ace8cdd16bf3fe5,java/org/apache/catalina/core/StandardContext.java,// we do it in a dedicated thread for memory leak protection; in // case some webapp code registers some ThreadLocals that they // forget to cleanup // TODO Figure out why DedicatedThreadExecutor hangs randomly in the // unit tests if used here,,java.util.concurrent.Callable,NO,
Tomcat,dc80771eb8eba86f2b556322dccf89a2fedba212,java/org/apache/tomcat/websocket/Util.java,// TODO Decoder handling,java.lang.reflect.Method;java.util.ArrayList;java.util.List;javax.websocket.Decoder.Binary;javax.websocket.Decoder.BinaryStream;javax.websocket.Decoder.Text;javax.websocket.Decoder.TextStream;javax.websocket.DeploymentException;javax.websocket.EndpointConfig,,YES,FEATURE ADDITION
Tomcat,e27212babf746a4af51c7095b66338cf0f0b2ae9,java/org/apache/el/ExpressionFactoryImpl.java,// TODO Implement a streamELResolver, org.apache.el.stream.StreamELResolverImpl,,YES,FEATURE ADDITION
Tomcat,e71a53aec21f43a51ae0fc8bb3700829f7bda4a0,java/org/apache/catalina/core/StandardEngine.java,// not needed since the following if statement does the same thing the right way // remove later after checking,,java.io.File; java.util.List,NO,
Tomcat,ece58ff37dbb932fd1dc433e1885f6b3002a95c1,java/org/apache/coyote/http11/Http11OutputBuffer.java,// End the response status line // TODO o.a.coyoye.http11.Constants is pre-loaded. Can we drop this?,,java.security.AccessController; java.security.PrivilegedAction,YES,COMPATIBILITY
Tomcat,011618881c92bdaf857da97cf71c94d0cca75eec,java/org/apache/tomcat/websocket/WsFrame.java,// TODO Handle incoming data properly,javax.websocket.MessageHandler; javax.websocket.PongMessage,,YES,FEATURE CHANGE
Tomcat,011618881c92bdaf857da97cf71c94d0cca75eec,java/org/apache/tomcat/websocket/WsFrame.java,// TODO // Validate the PONG?,javax.websocket.MessageHandler; javax.websocket.PongMessage,,YES,FEATURE CHANGE
Tomcat,094fd3573943eeac3f2db01f89c89312e2ed7f78,java/org/apache/coyote/ajp/AjpProcessor.java,//TODO SERVLET3 - async,java.util.concurrent.Executor,java.util.concurrent.atomic.AtomicBoolean,YES,PERFORMANCE
Tomcat,0a2c2973963f27c7b21306c91298f2f53740dc09,java/org/apache/coyote/ajp/AbstractAjpProtocol.java,// TODO should fail - throw IOE,java.io.IOException,,YES,FEATURE CHANGE
Tomcat,0c702821a8137e9aa05eb35ed3bcd3eb504a2872,java/org/apache/catalina/startup/WebXml.java,// TODO SERVLET3 - Multipart config,javax.servlet.MultipartConfigElement,,YES,COMPATIBILITY
Tomcat,1823a9e9dd1bcb51dea24f5f764de70dae2da2dd,java/org/apache/tomcat/util/modeler/BaseModelMBean.java,// Prepare the signature required by Java reflection APIs // FIXME - should we use the signature from opInfo?,javax.management.modelmbean.ModelMBeanNotificationBroadcaster,java.util.HashMap; java.util.Hashtable; javax.management.Descriptor; javax.management.ServiceNotFoundException; javax.management.modelmbean.DescriptorSupport; javax.management.modelmbean.ModelMBean; javax.management.modelmbean.ModelMBeanAttributeInfo; javax.management.modelmbean.ModelMBeanInfo; javax.management.modelmbean.ModelMBeanInfoSupport; javax.management.modelmbean.ModelMBeanNotificationInfo; javax.management.modelmbean.ModelMBeanOperationInfo ,NO,
Tomcat,1823a9e9dd1bcb51dea24f5f764de70dae2da2dd,java/org/apache/tomcat/util/modeler/BaseModelMBean.java,// Locate the method to be invoked; either in this MBean itself // or in the corresponding managed resource // FIXME - Accessible methods in superinterfaces?,javax.management.modelmbean.ModelMBeanNotificationBroadcaster,java.util.HashMap; java.util.Hashtable; javax.management.Descriptor; javax.management.ServiceNotFoundException; javax.management.modelmbean.DescriptorSupport; javax.management.modelmbean.ModelMBean; javax.management.modelmbean.ModelMBeanAttributeInfo; javax.management.modelmbean.ModelMBeanInfo; javax.management.modelmbean.ModelMBeanInfoSupport; javax.management.modelmbean.ModelMBeanNotificationInfo; javax.management.modelmbean.ModelMBeanOperationInfo ,NO,
Tomcat,193d3b5c464f5169992e5f9ebb9bf609f0b1efe8,java/org/apache/coyote/http11/Http11NioProcessor.java,//TODO FIXME-- fix - so we can notify of error,javax.servlet.RequestDispatcher,,YES,FEATURE CHANGE
Tomcat,193d3b5c464f5169992e5f9ebb9bf609f0b1efe8,java/org/apache/coyote/http11/Http11NioProcessor.java,//TODO FIXME-- fix - so we can notify of error,javax.servlet.RequestDispatcher,,YES,FEATURE CHANGE
Tomcat,1d35952456418c80cdca6e8e117699cc2a88a7e0,java/org/apache/tomcat/util/net/AbstractJsseEndpoint.java,// TODO: // Need to select correct certificate based on the ciphers requested by // the client; the ciphers configured for the server and which is // configured to define the preference order,java.util.ArrayList; java.util.Iterator; java.util.LinkedHashSet,,YES,FEATURE CHANGE
Tomcat,3ff86c3c741a2688ab6677208e9a6116be8875ac,java/org/apache/tomcat/websocket/WsEndpointPojo.java,// TODO - Don't want to have to do this on every connection,,javax.websocket.WebSocketClose; javax.websocket.WebSocketError; javax.websocket.WebSocketOpen,YES,PERFORMANCE
Tomcat,4001d7a73cb5c76239347514fa418c4d4b815697,java/org/apache/tomcat/websocket/pojo/PojoMessageHandlerWholeBinary.java,// TODO Not implemented,java.io.ByteArrayInputStream; java.io.IOException; javax.websocket.DecodeException,,YES,FEATURE ADDITION
Tomcat,480a14c87ceb290215ea68b7f342544286de2c13,java/org/apache/catalina/connector/MapperListener.java,// TODO - Switch to container listener events for add/remove child and // remove dependency on MBean server entirely.,,javax.management.InstanceNotFoundException;javax.management.ListenerNotFoundException;javax.management.MBeanException;javax.management.MBeanServer;javax.management.MBeanServerNotification;javax.management.MalformedObjectNameException;javax.management.Notification;javax.management.NotificationListener;javax.management.ObjectName;javax.management.ReflectionException,YES,MAINTAINABILITY
Tomcat,4a5f595ea9257083a58b6290a99aa5a65c4bf81f,java/org/apache/tomcat/websocket/ServerContainerImpl.java,// TODO Need to cache the pojoMethodMapping too,,javax.websocket.Endpoint,YES,PERFORMANCE
Tomcat,503e2f2ebcee4dbb05489537437a9fe667976e8e,java/org/apache/tomcat/websocket/WsEndpointPojo.java,// TODO Insert the session into the method args,,java.lang.reflect.Method,NO,
Tomcat,503e2f2ebcee4dbb05489537437a9fe667976e8e,java/org/apache/tomcat/websocket/WsEndpointPojo.java,// TODO Insert throwable,,java.lang.reflect.Method,NO,
Tomcat,527baba1736d3111596fb19dba367460fdb2808c,java/org/apache/catalina/startup/ContextConfig.java,// Hack required by Eclipse's "serve modules without // publishing" feature since this backs WEB-INF/classes by // multiple locations rather than one., org.apache.catalina.WebResource;  org.apache.catalina.WebResourceRoot,java.net.URLConnection; java.util.Enumeration; javax.naming.Binding; javax.naming.NameNotFoundException; javax.naming.NamingEnumeration;javax.naming.NamingException;  org.apache.naming.resources.DirContextURLConnection; org.apache.naming.resources.FileDirContext; org.apache.naming.resources.ResourceAttributes,YES,MAINTAINABILITY
